@@,item,itemlabel,startdate,enddate
->,Q7378692,NULL->Rui Alberto de Figueiredo Soares,1999,2002->2001
->,Q3183797,NULL->Jorge Borges,2011,2014
->,Q108292440,NULL->Jorge Tolentino,2014,2016
