pageid,title,wikidata,label
393785,José Maria Neves,Q57649,José Maria Neves
13977905,Rui Alberto de Figueiredo Soares,Q7378692,Rui Alberto de Figueiredo Soares
50229553,Ulisses Correia e Silva,Q23899522,Ulisses Correia e Silva
55785147,Eunice Silva,Q45965970,Eunice Silva
63440349,Olavo Correia,Q88247927,Olavo Correia
68847369,Fernando Elísio Freire,Q108745687,Fernando Elísio Freire
68874923,Gilberto Correia Carvalho Silva,Q108782678,Gilberto Correia Carvalho Silva
